abdomen,intestine,distended
abdomen,intestine,fetal
abdomen,intestine,maternal
abdomen,intestine,protuberant
abdomen,navel,distended
abdomen,navel,maternal
abdomen,waist,distended
abdomen,waist,protuberant
abdomen,waist,white
abscess,head,acute
aircraft,bay,commercial
aircraft,bay,japanese
aircraft,bay,light
aircraft,bay,white
aircraft,cabin,american
aircraft,cabin,white
aircraft,skeleton,light
aircraft,skeleton,white
aircraft,skin,american
aircraft,skin,commercial
aircraft,skin,german
aircraft,skin,japanese
aircraft,skin,light
aircraft,skin,white
airfield,apron,black
airfield,apron,brown
airfield,apron,old
airfield,apron,white
airfield,runway,black
airfield,runway,old
airfield,runway,private
airfield,runway,white
airplane,accelerator,commercial
airplane,accelerator,conventional
airplane,accelerator,light
airplane,galley,american
airplane,galley,light
airplane,hood,conventional
airplane,hood,light
airplane,hood,white
airplane,pod,commercial
airplane,pod,white
airplane,rudder,conventional
airport,apron,long
airport,apron,terminal
airship,car,german
airship,car,giant
airship,car,huge
airship,gondola,huge
airstrip,apron,gray
airstrip,apron,old
airstrip,apron,paved
airstrip,apron,rough
airstrip,apron,tiny
airstrip,runway,gray
airstrip,runway,old
airstrip,runway,paved
airstrip,runway,private
airstrip,runway,remote
airstrip,runway,rough
airstrip,runway,tiny
animal,skeleton,brown
animal,skeleton,human
animal,skeleton,poor
animal,skeleton,wild
animal,skeleton,young
ankle,anklebone,inner
anthology,work,comprehensive
anthology,work,critical
anthology,work,excellent
anthology,work,greek
anthology,work,useful
apartment,kitchenette,nice
apartment,kitchenette,tiny
apron,bib,black
apron,bib,blue
apron,bib,clean
apron,bib,long
apron,bib,red
apron,bib,white
aquarium,water,balanced
aquarium,water,cylindrical
aquarium,water,empty
aquarium,water,freshwater
aquarium,water,old
aquarium,water,public
aquarium,water,tropical
aqueduct,arch,ancient
aqueduct,arch,roman
aqueduct,arch,vestibular
arcade,arch,blind
arcade,arch,dental
arcade,arch,empty
arcade,arch,long
arcade,arch,open
arcade,arch,vascular
arm,forearm,broken
arm,forearm,long
arm,forearm,outstretched
arm,forearm,short
arm,forearm,strong
arm,wrist,broken
arm,wrist,long
arm,wrist,outstretched
arm,wrist,strong
army,armor,american
army,armor,british
army,armor,french
army,armor,german
army,soldier,american
army,soldier,british
army,soldier,french
army,soldier,german
arrow,shaft,black
arrow,shaft,curved
arrow,shaft,down
arrow,shaft,open
arrow,shaft,white
arrow,stick,black
arrow,stick,curved
arrow,stick,white
arrow,vane,curved
arrow,vane,open
arsenal,gun,american
