abdomen,intestine,distended
abdomen,intestine,fetal
abdomen,intestine,maternal
abdomen,intestine,protuberant
abdomen,navel,distended
abdomen,navel,maternal
abdomen,skin,acute
abdomen,skin,distended
abdomen,skin,fetal
abdomen,skin,maternal
abdomen,skin,protuberant
abdomen,skin,spotted
abdomen,skin,white
abdomen,waist,distended
abdomen,waist,protuberant
abdomen,waist,white
abscess,head,acute
accommodation,hall,public
accommodation,hall,suitable
accommodation,hall,temporary
account,statement,brief
account,statement,detailed
account,statement,historical
account,statement,interesting
aircraft,bay,commercial
aircraft,bay,japanese
aircraft,bay,light
aircraft,bay,white
aircraft,cabin,american
aircraft,cabin,white
aircraft,skeleton,light
aircraft,skeleton,white
aircraft,skin,american
aircraft,skin,commercial
aircraft,skin,german
aircraft,skin,japanese
aircraft,skin,light
aircraft,skin,white
airfield,apron,black
airfield,apron,brown
airfield,apron,old
airfield,apron,white
airfield,runway,black
airfield,runway,old
airfield,runway,private
airfield,runway,white
airplane,accelerator,commercial
airplane,accelerator,conventional
airplane,accelerator,light
airplane,galley,american
airplane,galley,light
airplane,hood,conventional
airplane,hood,light
airplane,hood,white
airplane,pod,commercial
airplane,pod,white
airplane,rudder,conventional
airport,apron,long
airport,apron,terminal
airship,car,german
airship,car,giant
airship,car,huge
airship,gondola,huge
airstrip,apron,gray
airstrip,apron,old
airstrip,apron,paved
airstrip,apron,rough
airstrip,apron,tiny
airstrip,runway,gray
airstrip,runway,old
airstrip,runway,paved
airstrip,runway,private
airstrip,runway,remote
airstrip,runway,rough
airstrip,runway,tiny
alarm,circuit,black
alarm,circuit,public
alarm,circuit,red
alarm,circuit,serious
alarm,circuit,sudden
alarm,clip,black
alarm,clip,red
alarm,clip,serious
alarm,light,black
alarm,light,public
alarm,light,red
alarm,light,serious
alarm,light,sudden
alarm,light,vague
alarm,switch,black
alarm,switch,public
alarm,switch,red
alarm,switch,sudden
album,cover,black
album,cover,live
album,cover,old
album,cover,open
album,cover,original
album,cover,photographic
alligator,pick,old
alligator,pick,thick
alligator,pick,young
amphibian,forebrain,primitive
animal,skeleton,brown
animal,skeleton,human
animal,skeleton,poor
animal,skeleton,wild
animal,skeleton,young
animal,swim bladder,human
animal,swim bladder,poor
animal,swim bladder,young
ankle,anklebone,inner
antenna,blade,external
antenna,blade,vertical
antenna,blade,white
antenna,plug,external
antenna,plug,white
anthology,work,comprehensive
anthology,work,critical
anthology,work,excellent
anthology,work,greek
anthology,work,useful
apartment,balcony,empty
apartment,balcony,inner
