title,url,HITId,whole,part,jj,result1,worker1,result2,worker2,result3,worker3
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3XU9MCX6VNBIDAXBNXXYKC39ODYR2K,player,hat,poor,unrelated,A1A3CN8H5HXTSN,pjj-nonsense,AVLZVLVL2X60,impossible,ASW9MABLSXSPK
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3XU9MCX6VNBIDAXBNXXYKC39ODYR2K,player,hat,professional,unrelated,A1A3CN8H5HXTSN,pjj-nonsense,AVLZVLVL2X60,guaranteed,ASW9MABLSXSPK
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3XU9MCX6VNBIDAXBNXXYKC39ODYR2K,player,hat,offensive,unrelated,A1A3CN8H5HXTSN,pjj-nonsense,AVLZVLVL2X60,impossible,ASW9MABLSXSPK
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3XU9MCX6VNBIDAXBNXXYKC39ODYR2K,player,hat,red,unrelated,A1A3CN8H5HXTSN,unrelated,AVLZVLVL2X60,unrelated,ASW9MABLSXSPK
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3ECKRY5B1PVVQMX4MHC3TVCPMQEIZF,kid,shirt,poor,unrelated,A1A3CN8H5HXTSN,unrelated,A17FGZ1I5P9RZA,pjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3ECKRY5B1PVVQMX4MHC3TVCPMQEIZF,kid,shirt,nice,unrelated,A1A3CN8H5HXTSN,unrelated,A17FGZ1I5P9RZA,unrelated,AVLZVLVL2X60
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3ECKRY5B1PVVQMX4MHC3TVCPMQEIZF,kid,shirt,white,unrelated,A1A3CN8H5HXTSN,unrelated,A17FGZ1I5P9RZA,unrelated,AVLZVLVL2X60
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3ECKRY5B1PVVQMX4MHC3TVCPMQEIZF,kid,shirt,smart,unrelated,A1A3CN8H5HXTSN,unrelated,A17FGZ1I5P9RZA,impossible,AVLZVLVL2X60
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,36GJS3V78UPRUGM5E79EKPBJOF9GJ0,building,section,tall,probably,A1A3CN8H5HXTSN,probably,AVLZVLVL2X60,probably,A1I4ATPNZBOA16
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,36GJS3V78UPRUGM5E79EKPBJOF9GJ0,building,section,original,guaranteed,A1A3CN8H5HXTSN,probably,AVLZVLVL2X60,guaranteed,A1I4ATPNZBOA16
